name,category,subcategory,price,discounted_price,status,product_type,stock_count,available_sizes,Brand,color,Origin,HS Code,Model,description,small_description,Tags,mfg,images
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,roll,100,"1,2,3,4,5",LG,,UAE,8205,LG-471C,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by LG, manufactured in UAE, sold in rolls for precise copper pipe flaring in HVAC installations.",HVAC Tools,,567.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,roll,100,"1,2,3,4,5",LG,,India,8205,LG-837C,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by LG, manufactured in India, sold in rolls for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,568.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,pair,100,"1,2,3,4,5",LG,,China,8205,LG-417A,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by LG, manufactured in China, sold in pairs for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,569.png
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,pair,100,"1,2,3,4,5",LG,,Japan,8205,LG-270C,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by LG, manufactured in Japan, sold in pairs for precise copper pipe flaring in HVAC installations.",HVAC Tools,,570.png
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,box,100,"1,2,3,4,5",LG,,Germany,8205,LG-331C,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by LG, manufactured in Germany, sold in boxes for precise copper pipe flaring in HVAC installations.",HVAC Tools,,571.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,pcs,100,"1,2,3,4,5",LG,,UAE,8205,LG-596C,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by LG, manufactured in UAE, sold in pieces for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,572.png
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,set,100,"1,2,3,4,5",LG,,Saudi Arabia,8205,LG-177X,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by LG, manufactured in Saudi Arabia, sold in sets for precise copper pipe flaring in HVAC installations.",HVAC Tools,,573.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,mtr,100,"1,2,3,4,5",LG,,India,8205,LG-753B,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by LG, manufactured in India, sold in meters for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,574.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,pcs,100,"1,2,3,4,5",LG,,UAE,8205,LG-161B,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by LG, manufactured in UAE, sold in pieces for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,575.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,box,100,"1,2,3,4,5",LG,,India,8205,LG-580C,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by LG, manufactured in India, sold in boxes for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,576.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,box,100,"1,2,3,4,5",LG,,Japan,8205,LG-937X,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by LG, manufactured in Japan, sold in boxes for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,577.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,pcs,100,"1,2,3,4,5",LG,,China,8205,LG-461B,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by LG, manufactured in China, sold in pieces for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,578.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,mtr,100,"1,2,3,4,5",Trane,,Saudi Arabia,8205,TRA-215B,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Trane, manufactured in Saudi Arabia, sold in meters for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,579.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,pcs,100,"1,2,3,4,5",Trane,,Japan,8205,TRA-803A,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Trane, manufactured in Japan, sold in pieces for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,580.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,pcs,100,"1,2,3,4,5",Trane,,China,8205,TRA-280A,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Trane, manufactured in China, sold in pieces for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,581.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,box,100,"1,2,3,4,5",Trane,,Japan,8205,TRA-227A,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Trane, manufactured in Japan, sold in boxes for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,582.png
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,roll,100,"1,2,3,4,5",Trane,,UAE,8205,TRA-214X,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by Trane, manufactured in UAE, sold in rolls for precise copper pipe flaring in HVAC installations.",HVAC Tools,,583.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,box,100,"1,2,3,4,5",Trane,,China,8205,TRA-774X,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Trane, manufactured in China, sold in boxes for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,584.png
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,mtr,100,"1,2,3,4,5",Trane,,Japan,8205,TRA-651X,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by Trane, manufactured in Japan, sold in meters for precise copper pipe flaring in HVAC installations.",HVAC Tools,,585.png
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,roll,100,"1,2,3,4,5",Trane,,China,8205,TRA-677B,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by Trane, manufactured in China, sold in rolls for precise copper pipe flaring in HVAC installations.",HVAC Tools,,586.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,set,100,"1,2,3,4,5",Trane,,Saudi Arabia,8205,TRA-185X,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Trane, manufactured in Saudi Arabia, sold in sets for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,587.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,mtr,100,"1,2,3,4,5",Trane,,UAE,8205,TRA-390C,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Trane, manufactured in UAE, sold in meters for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,588.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,pair,100,"1,2,3,4,5",Trane,,Japan,8205,TRA-679A,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Trane, manufactured in Japan, sold in pairs for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,589.png
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,kg,100,"1,2,3,4,5",Trane,,Germany,8205,TRA-721X,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by Trane, manufactured in Germany, sold by kg for precise copper pipe flaring in HVAC installations.",HVAC Tools,,590.png
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,roll,100,"1,2,3,4,5",Trane,,UAE,8205,TRA-917A,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by Trane, manufactured in UAE, sold in rolls for precise copper pipe flaring in HVAC installations.",HVAC Tools,,591.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,kg,100,"1,2,3,4,5",Trane,,Saudi Arabia,8205,TRA-881A,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Trane, manufactured in Saudi Arabia, sold by kg for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,592.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,box,100,"1,2,3,4,5",Trane,,Japan,8205,TRA-695A,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Trane, manufactured in Japan, sold in boxes for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,593.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,roll,100,"1,2,3,4,5",Voltas,,China,8205,VOL-241A,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Voltas, manufactured in China, sold in rolls for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,594.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,kg,100,"1,2,3,4,5",Voltas,,Japan,8205,VOL-574X,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Voltas, manufactured in Japan, sold by kg for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,595.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,pair,100,"1,2,3,4,5",Voltas,,China,8205,VOL-849B,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Voltas, manufactured in China, sold in pairs for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,596.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,pair,100,"1,2,3,4,5",Voltas,,Japan,8205,VOL-806B,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Voltas, manufactured in Japan, sold in pairs for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,597.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,pcs,100,"1,2,3,4,5",Voltas,,Germany,8205,VOL-732C,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Voltas, manufactured in Germany, sold in pieces for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,598.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,box,100,"1,2,3,4,5",Voltas,,India,8205,VOL-252A,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Voltas, manufactured in India, sold in boxes for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,599.png
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,set,100,"1,2,3,4,5",Voltas,,Japan,8205,VOL-115A,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by Voltas, manufactured in Japan, sold in sets for precise copper pipe flaring in HVAC installations.",HVAC Tools,,600.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,mtr,100,"1,2,3,4,5",Voltas,,China,8205,VOL-816B,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Voltas, manufactured in China, sold in meters for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,601.png
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,mtr,100,"1,2,3,4,5",Voltas,,Germany,8205,VOL-577B,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by Voltas, manufactured in Germany, sold in meters for precise copper pipe flaring in HVAC installations.",HVAC Tools,,602.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,pair,100,"1,2,3,4,5",Voltas,,Saudi Arabia,8205,VOL-789A,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Voltas, manufactured in Saudi Arabia, sold in pairs for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,603.png
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,pair,100,"1,2,3,4,5",Voltas,,Saudi Arabia,8205,VOL-199B,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by Voltas, manufactured in Saudi Arabia, sold in pairs for precise copper pipe flaring in HVAC installations.",HVAC Tools,,604.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,set,100,"1,2,3,4,5",Voltas,,Saudi Arabia,8205,VOL-955C,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Voltas, manufactured in Saudi Arabia, sold in sets for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,605.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,pcs,100,"1,2,3,4,5",York,,Japan,8205,YOR-146A,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by York, manufactured in Japan, sold in pieces for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,606.png
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,pair,100,"1,2,3,4,5",York,,Saudi Arabia,8205,YOR-189C,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by York, manufactured in Saudi Arabia, sold in pairs for precise copper pipe flaring in HVAC installations.",HVAC Tools,,607.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,mtr,100,"1,2,3,4,5",York,,Saudi Arabia,8205,YOR-462X,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by York, manufactured in Saudi Arabia, sold in meters for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,608.png
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,set,100,"1,2,3,4,5",York,,India,8205,YOR-994B,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by York, manufactured in India, sold in sets for precise copper pipe flaring in HVAC installations.",HVAC Tools,,609.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,pair,100,"1,2,3,4,5",York,,China,8205,YOR-741B,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by York, manufactured in China, sold in pairs for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,610.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,mtr,100,"1,2,3,4,5",York,,China,8205,YOR-401B,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by York, manufactured in China, sold in meters for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,611.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,pair,100,"1,2,3,4,5",York,,Germany,8205,YOR-221A,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by York, manufactured in Germany, sold in pairs for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,612.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,mtr,100,"1,2,3,4,5",York,,China,8205,YOR-691X,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by York, manufactured in China, sold in meters for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,613.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,box,100,"1,2,3,4,5",York,,Japan,8205,YOR-427C,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by York, manufactured in Japan, sold in boxes for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,614.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,set,100,"1,2,3,4,5",York,,Saudi Arabia,8205,YOR-182X,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by York, manufactured in Saudi Arabia, sold in sets for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,615.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,roll,100,"1,2,3,4,5",York,,UAE,8205,YOR-119A,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by York, manufactured in UAE, sold in rolls for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,616.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,box,100,"1,2,3,4,5",Zamil,,China,8205,ZAM-616A,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Zamil, manufactured in China, sold in boxes for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,617.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,box,100,"1,2,3,4,5",Zamil,,China,8205,ZAM-190B,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Zamil, manufactured in China, sold in boxes for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,618.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,pair,100,"1,2,3,4,5",Zamil,,India,8205,ZAM-253B,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Zamil, manufactured in India, sold in pairs for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,619.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,set,100,"1,2,3,4,5",Zamil,,Germany,8205,ZAM-587C,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Zamil, manufactured in Germany, sold in sets for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,620.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,pcs,100,"1,2,3,4,5",Zamil,,Germany,8205,ZAM-287C,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Zamil, manufactured in Germany, sold in pieces for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,621.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,roll,100,"1,2,3,4,5",Zamil,,China,8205,ZAM-130B,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Zamil, manufactured in China, sold in rolls for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,622.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,box,100,"1,2,3,4,5",Zamil,,Japan,8205,ZAM-552C,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Zamil, manufactured in Japan, sold in boxes for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,623.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,roll,100,"1,2,3,4,5",Zamil,,Saudi Arabia,8205,ZAM-676A,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Zamil, manufactured in Saudi Arabia, sold in rolls for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,624.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,roll,100,"1,2,3,4,5",Zamil,,Saudi Arabia,8205,ZAM-765C,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Zamil, manufactured in Saudi Arabia, sold in rolls for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,625.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,roll,100,"1,2,3,4,5",Zamil,,China,8205,ZAM-529C,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Zamil, manufactured in China, sold in rolls for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,626.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,pair,100,"1,2,3,4,5",Zamil,,China,8205,ZAM-557X,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Zamil, manufactured in China, sold in pairs for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,627.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,pair,100,"1,2,3,4,5",Zamil,,Saudi Arabia,8205,ZAM-436X,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Zamil, manufactured in Saudi Arabia, sold in pairs for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,628.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,roll,100,"1,2,3,4,5",Zamil,,UAE,8205,ZAM-197X,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Zamil, manufactured in UAE, sold in rolls for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,629.png
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,pair,100,"1,2,3,4,5",Zamil,,Germany,8205,ZAM-843X,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by Zamil, manufactured in Germany, sold in pairs for precise copper pipe flaring in HVAC installations.",HVAC Tools,,630.png
HVAC Tools - Flaring Tool Set,HVAC,HVAC Tools,3000,2500,active,mtr,100,"1,2,3,4,5",Zamil,,Germany,8205,ZAM-861B,,"HVAC Tools - Flaring Tool Set Professional flaring tool set by Zamil, manufactured in Germany, sold in meters for precise copper pipe flaring in HVAC installations.",HVAC Tools,,631.png
HVAC Tools - Vacuum Pump 2CFM,HVAC,HVAC Tools,3000,2500,active,kg,100,"1,2,3,4,5",Zamil,,India,8205,ZAM-848X,,"HVAC Tools - Vacuum Pump 2CFM Two CFM vacuum pump by Zamil, manufactured in India, sold by kg for efficient refrigerant system evacuation in HVAC servicing.",HVAC Tools,,632.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,mtr,100,"1,2,3,4,5",Zamil,,China,8205,ZAM-352A,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Zamil, manufactured in China, sold in meters for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,633.png
HVAC Tools - Manifold Gauge Set R410A,HVAC,HVAC Tools,3000,2500,active,kg,100,"1,2,3,4,5",Zamil,,India,8205,ZAM-771C,,"HVAC Tools - Manifold Gauge Set R410A R410A manifold gauge set by Zamil, manufactured in India, sold by kg for accurate refrigerant pressure measurement in HVAC systems.",HVAC Tools,,634.png
Insulation & Ducting - NBR Tube Insulation 13mm Class O,HVAC,Insulation & Ducting,3000,2500,active,pair,100,"1,2,3,4,5",Carrier,,Japan,6806,CAR-675B,,"Insulation & Ducting - NBR Tube Insulation 13mm Class O 13mm Class O NBR tube insulation by Carrier, manufactured in Japan, sold in pairs for thermal insulation of AC refrigerant pipes.",Insulation & Ducting,,635.png
Insulation & Ducting - NBR Tube Insulation 9mm Class O,HVAC,Insulation & Ducting,3000,2500,active,mtr,100,"1,2,3,4,5",Carrier,,UAE,6806,CAR-990A,,"Insulation & Ducting - NBR Tube Insulation 9mm Class O 9mm Class O NBR tube insulation by Carrier, manufactured in UAE, sold in meters for thermal insulation of AC refrigerant pipes.",Insulation & Ducting,,636.png
Insulation & Ducting - NBR Tube Insulation 19mm Class O,HVAC,Insulation & Ducting,3000,2500,active,pcs,100,"1,2,3,4,5",Carrier,,China,6806,CAR-814X,,"Insulation & Ducting - NBR Tube Insulation 19mm Class O 19mm Class O NBR tube insulation by Carrier, manufactured in China, sold in pieces for thermal insulation of AC refrigerant pipes.",Insulation & Ducting,,637.png
Insulation & Ducting - NBR Tube Insulation 13mm Class O,HVAC,Insulation & Ducting,3000,2500,active,roll,100,"1,2,3,4,5",Carrier,,Saudi Arabia,6806,CAR-160X,,"Insulation & Ducting - NBR Tube Insulation 13mm Class O 13mm Class O NBR tube insulation by Carrier, manufactured in Saudi Arabia, sold in rolls for thermal insulation of AC refrigerant pipes.",Insulation & Ducting,,638.png
Insulation & Ducting - NBR Tube Insulation 13mm Class O,HVAC,Insulation & Ducting,3000,2500,active,roll,100,"1,2,3,4,5",Carrier,,Japan,6806,CAR-907C,,"Insulation & Ducting - NBR Tube Insulation 13mm Class O 13mm Class O NBR tube insulation by Carrier, manufactured in Japan, sold in rolls for thermal insulation of AC refrigerant pipes.",Insulation & Ducting,,639.png
Insulation & Ducting - NBR Tube Insulation 25mm Class O,HVAC,Insulation & Ducting,3000,2500,active,roll,100,"1,2,3,4,5",Carrier,,India,6806,CAR-650C,,"Insulation & Ducting - NBR Tube Insulation 25mm Class O 25mm Class O NBR tube insulation by Carrier, manufactured in India, sold in rolls for thermal insulation of AC refrigerant pipes.",Insulation & Ducting,,640.png
Insulation & Ducting - NBR Tube Insulation 25mm Class O,HVAC,Insulation & Ducting,3000,2500,active,pair,100,"1,2,3,4,5",Carrier,,Japan,6806,CAR-483C,,"Insulation & Ducting - NBR Tube Insulation 25mm Class O 25mm Class O NBR tube insulation by Carrier, manufactured in Japan, sold in pairs for thermal insulation of AC refrigerant pipes.",Insulation & Ducting,,641.png
Insulation & Ducting - NBR Tube Insulation 19mm Class O,HVAC,Insulation & Ducting,3000,2500,active,pcs,100,"1,2,3,4,5",Carrier,,Japan,6806,CAR-621A,,"Insulation & Ducting - NBR Tube Insulation 19mm Class O 19mm Class O NBR tube insulation by Carrier, manufactured in Japan, sold in pieces for thermal insulation of AC refrigerant pipes.",Insulation & Ducting,,642.png
Insulation & Ducting - NBR Tube Insulation 13mm Class O,HVAC,Insulation & Ducting,3000,2500,active,roll,100,"1,2,3,4,5",Carrier,,UAE,6806,CAR-521C,,"Insulation & Ducting - NBR Tube Insulation 13mm Class O 13mm Class O NBR tube insulation by Carrier, manufactured in UAE, sold in rolls for thermal insulation of AC refrigerant pipes.",Insulation & Ducting,,643.png
Insulation & Ducting - NBR Tube Insulation 25mm Class O,HVAC,Insulation & Ducting,3000,2500,active,box,100,"1,2,3,4,5",Carrier,,India,6806,CAR-353B,,"Insulation & Ducting - NBR Tube Insulation 25mm Class O 25mm Class O NBR tube insulation by Carrier, manufactured in India, sold in boxes for thermal insulation of AC refrigerant pipes.",Insulation & Ducting,,644.png
Insulation & Ducting - NBR Tube Insulation 9mm Class O,HVAC,Insulation & Ducting,3000,2500,active,box,100,"1,2,3,4,5",Carrier,,China,6806,CAR-942B,,"Insulation & Ducting - NBR Tube Insulation 9mm Class O 9mm Class O NBR tube insulation by Carrier, manufactured in China, sold in boxes for thermal insulation of AC refrigerant pipes.",Insulation & Ducting,,645.png
Insulation & Ducting - NBR Tube Insulation 9mm Class O,HVAC,Insulation & Ducting,3000,2500,active,kg,100,"1,2,3,4,5",Carrier,,China,6806,CAR-599B,,"Insulation & Ducting - NBR Tube Insulation 9mm Class O 9mm Class O NBR tube insulation by Carrier, manufactured in China, sold by kg for thermal insulation of AC refrigerant pipes.",Insulation & Ducting,,646.png
Insulation & Ducting - NBR Tube Insulation 9mm Class O,HVAC,Insulation & Ducting,3000,2500,active,kg,100,"1,2,3,4,5",Carrier,,UAE,6806,CAR-646A,,"Insulation & Ducting - NBR Tube Insulation 9mm Class O 9mm Class O NBR tube insulation by Carrier, manufactured in UAE, sold by kg for thermal insulation of AC refrigerant pipes.",Insulation & Ducting,,647.png
Insulation & Ducting - NBR Tube Insulation 13mm Class O,HVAC,Insulation & Ducting,3000,2500,active,pair,100,"1,2,3,4,5",Daikin,,Germany,6806,DAI-751X,,"Insulation & Ducting - NBR Tube Insulation 13mm Class O 13mm Class O NBR tube insulation by Daikin, manufactured in Germany, sold in pairs for thermal insulation of AC refrigerant pipes.",Insulation & Ducting,,648.png
